-5.557303043474901005e-02,4.789433380575482645e-03,-2.047076594847129557e-03,-7.283648034107478297e-01,6.851895454196763602e-01,-4.606854812214014050e-01,1.887890713227325712e+00,-3.943505368347689499e-01,4.176156829898836076e-02,-1.518997254601497926e-02
-7.076300298076398931e-02,-3.895611034541934803e-01,1.885843636632478670e+00,-6.991234779149511080e-01,7.150009528861502872e-01,-9.998081354469541271e-01,2.817229465025497426e+00,-7.928530335704877530e-01,1.635990159371110142e-01,-3.627816857136730022e-02
-1.070411715521312895e-01,-1.182414137024681233e+00,4.703073101657976096e+00,-5.733360750558910146e-01,8.193202945365785084e-01,-3.119996752020814945e-02,1.308253783792444835e+00,-2.220600154429808182e-01,2.790568524163316577e-01,-7.802606742977481746e-02
-1.850672389819061070e-01,-1.404474152467662051e+00,6.011326885450420932e+00,-3.254758996765002022e-01,9.455503364336416139e-01,-6.307822909069649153e-01,1.993308000818919012e+00,-5.939811506379291117e-01,3.679266454829467903e-01,-7.706141968797883268e-02
-2.621286586698849397e-01,-1.998455303105591163e+00,8.004634886269339944e+00,3.640361124717909208e-02,9.993371688715296797e-01,2.178963293872238083e-03,-9.331354779620202322e-01,1.970987203322520642e-01,3.991998073646028655e-01,-1.003375944687870946e-01
-3.624662531386720343e-01,-1.801356582773339099e+00,7.071499408307319712e+00,4.219648408391609706e-01,9.066121955365378238e-01,2.341444214308583405e-01,-1.952733423888514785e+00,4.582349919724251208e-01,3.372572635087259241e-01,-8.865364146869642026e-02
-4.511198946073684546e-01,-1.343121590800913978e+00,5.118765984418804926e+00,6.981918613587979605e-01,7.159106960594575630e-01,4.681009990706466173e-01,-2.064791369323057957e+00,4.845440605700184200e-01,2.062840255010146562e-01,-4.928488224544003149e-02
-5.004047768528084861e-01,-8.585775302308955581e-01,3.053974615095746969e+00,8.300251367360523824e-01,5.577259832447271082e-01,2.626267545180973606e-01,-1.677011063351506293e+00,2.815833207476695632e-01,1.032471203265338255e-01,-4.426497475571489204e-02
-5.446697516085233781e-01,-5.769942094832259949e-01,1.376963551744240677e+00,8.830863943539942751e-01,4.692104219930133269e-01,-8.840148782115917481e-01,-8.246352665573383200e-01,-4.066235605697410271e-01,4.052626062045372457e-02,-3.291958226184954484e-02
-5.775893338703729230e-01,-9.836177700529670220e-01,5.523282851869023569e-01,9.013714520674008801e-01,4.330467704508432214e-01,2.909230115780219172e-01,-1.650946648436126374e+00,2.412848719376295969e-01,-2.393914844879874160e-02,-3.987751500162206586e-02
-6.174668488719949888e-01,-7.423328981153374251e-01,-1.098618363249223906e+00,8.907474033694768867e-01,4.544986945971730141e-01,-8.058793129227197483e-01,-8.196986372749552885e-01,-3.395901905847666935e-01,-9.066620412824000219e-02,-5.532529859841017750e-02
-6.727921474704051663e-01,-1.081923088700104119e+00,-1.918317000524179194e+00,8.459375406169371558e-01,5.332819867340052866e-01,3.117082995354942820e-01,-1.787782887367137752e+00,3.336281912133675087e-01,-1.359588038736869731e-01,-5.369471324672692170e-02
-7.264868607171320880e-01,-7.482948974867366099e-01,-3.706099887891316946e+00,7.658498692701019017e-01,6.430194225207881420e-01,-1.748175173211587996e-01,-1.257385320756756464e+00,1.239796262149915895e-01,-2.164796208977248781e-01,-3.237004623128070246e-02
-7.588569069484127905e-01,-6.243152712717450203e-01,-4.963485208648073410e+00,6.098587571030701371e-01,7.925101238373541968e-01,2.309954702597833975e-01,-1.811228323412677810e+00,4.279098024595931471e-01,-2.807309651456938449e-01,-3.006683943244681245e-02
-7.889237463808596029e-01,-1.964054688121518732e-01,-6.774713532060751220e+00,3.664133956991491026e-01,9.304521607542317607e-01,-7.999380457933089605e-01,1.070524504213233641e+00,-4.757394334007726822e-01,-3.094653588631871011e-01,-2.723728062701380459e-02
-8.161610270078734075e-01,-6.721449022129245554e-01,-5.704189027847517579e+00,6.563880725576694275e-02,9.978434481330427097e-01,-1.498858246264522798e-02,2.737320361579405059e-01,-5.166829255973992563e-02,-2.818384117214665086e-01,-2.750726781688661582e-02
-8.436682948247600233e-01,-7.238131947726644810e-01,-5.430456991689577073e+00,-2.144731336944795952e-01,9.767298884150468208e-01,-9.798448353184412429e-01,2.916995386907530019e+00,-8.681808599714153640e-01,-1.988297986149578922e-01,-8.094410077235858481e-02
